date,region,value,metric,pop,rate,rollraw,rollrate,roll_change,rank
2021-12-04,North West,764,hospitalBeds,7367456,10.369929593064418,806.8571428571429,10.951638433363469,-7.257799671592771,3
2021-12-14,North East and Yorkshire,880,hospitalBeds,8207113,10.722406283427558,898.5714285714286,10.948690831616776,-5.753670961941867,4
2021-03-10,Midlands,1224,cases,10827512,11.304536074400103,1185.142857142857,10.945661913308035,-28.03608605135323,2
2021-12-12,Midlands,1215,hospitalBeds,10827512,11.221414485617748,1184.7142857142858,10.941703742413637,3.1981085116973675,4
2021-01-11,London,1073,covidOccupiedMVBeds,9002488,11.918927300986127,983.8571428571429,10.928724846477362,41.73698291829596,1
2021-07-23,North West,830,hospitalBeds,7367456,11.265761207124957,804.4285714285714,10.918674932413188,7.852901742961116,1
2021-12-05,North West,812,hospitalBeds,7367456,11.021443494199355,804.4285714285714,10.918674932413188,-6.585932315859318,3
2020-10-15,South West,742,cases,5659143,13.111525897119051,617.4285714285714,10.910283967529562,26.15294804436661,5
2021-07-31,London,1034,hospitalBeds,9002488,11.485713727138542,981.2857142857143,10.900161314135762,38.014868394615235,3
2021-12-09,North West,832,hospitalBeds,7367456,11.292907619672246,802.4285714285714,10.8915285198659,-2.7190855559404246,3
2021-11-18,East of England,625,hospitalBeds,6269161,9.969436101577228,682.1428571428571,10.88092740229286,-9.837613293051362,5
2021-11-27,Midlands,1121,hospitalBeds,10827512,10.353255669446499,1177.2857142857142,10.873095446910742,-2.932862190812729,4
2021-10-15,North West,825,hospitalBeds,7367456,11.197895175756733,801,10.872138225189264,2.3175182481751784,2
2021-03-10,North West,770,cases,7367456,10.451368830706285,800.8571428571429,10.8701991957216,-22.48340707964601,3
2021-08-26,Midlands,1180,hospitalBeds,10827512,10.898163862575261,1176.857142857143,10.869137276016344,13.517982637453487,4
2021-12-11,Midlands,1208,hospitalBeds,10827512,11.156764361009252,1176.142857142857,10.862540324525682,2.579117866932458,4
2021-03-11,Midlands,1404,cases,10827512,12.966967850047176,1175.7142857142858,10.858582153631286,-21.19877441593259,3
2021-02-10,London,905,covidOccupiedMVBeds,9002488,10.052776521334991,977.2857142857143,10.855729152715497,-12.012861736334406,1
2021-07-22,North West,835,hospitalBeds,7367456,11.333627238493179,799.2857142857143,10.848869871577303,10.246305418719219,1
2020-11-13,East of England,767,hospitalBeds,6269161,12.234491983855575,680,10.846746478516025,18.673647469458988,6
2021-12-06,North West,796,hospitalBeds,7367456,10.804272193821042,799,10.844991812641975,-6.110458284371328,3
2021-10-01,London,927,hospitalBeds,9002488,10.29715340914645,976,10.841447386544697,-9.221365931437681,3
2021-12-15,North East and Yorkshire,865,hospitalBeds,8207113,10.539637994505497,889.7142857142857,10.840770508634225,-6.091676718938486,4
2021-02-28,East of England,447,cases,6269161,7.130140699848034,679.1428571428571,10.833074109005292,-25.46252743806836,4
2021-06-17,London,1225,cases,9002488,13.607349434956204,975.1428571428571,10.8319262090975,22.26401576213505,3
2021-12-08,North West,811,hospitalBeds,7367456,11.00787028792571,797.4285714285714,10.823662488497677,-4.253859348198972,3
2021-03-20,Midlands,969,hospitalBeds,10827512,8.949424392233414,1171.5714285714287,10.820319834985439,-25.173357664233574,3
2021-07-23,North East and Yorkshire,1026,hospitalBeds,8207113,12.50135096226895,888,10.819882704185991,41.853035143769965,2
2021-10-04,North West,773,hospitalBeds,7367456,10.492088449527218,796.5714285714286,10.812028311691696,-4.943743607228096,2
2021-11-10,South West,598,hospitalBeds,5659143,10.566971006033953,611.5714285714286,10.80678520707868,-7.895869191049916,6
2021-12-07,North West,818,hospitalBeds,7367456,11.102882731841222,796.1428571428571,10.806211223288704,-5.606368563685642,3
2022-01-01,South West,703,hospitalBeds,5659143,12.422375614116838,610.8571428571429,10.794163407023692,23.263188238685512,7
2021-10-14,North West,830,hospitalBeds,7367456,11.265761207124957,794.4285714285714,10.782942869676743,1.3486422453070874,2
2021-11-28,Midlands,1145,hospitalBeds,10827512,10.574913239532775,1167.2857142857142,10.78073812604146,-3.7006482027106684,4
2021-09-22,Midlands,1113,hospitalBeds,10827512,10.279369812751073,1167.142857142857,10.779418735743329,-9.633890056409697,4
2021-03-10,South East,883,hospitalBeds,9217265,9.579848252165908,993.4285714285714,10.77791049111175,-29.19975565058033,6
2021-10-30,South West,648,hospitalBeds,5659143,11.450497009882945,609.7142857142857,10.773968526935716,12.910052910052903,6
2021-12-10,Midlands,1165,hospitalBeds,10827512,10.759627881271339,1166,10.768863613358267,1.8976279650437011,4
2021-10-24,London,1003,hospitalBeds,9002488,11.141364476131487,969.4285714285714,10.768451692782833,10.936733692986756,4
2021-12-27,East of England,809,hospitalBeds,6269161,12.904438089881564,675,10.766990989703407,10.94153557173045,4
2021-02-25,South East,994,cases,9217265,10.784110036979516,992.1428571428571,10.763961512909276,-19.99769611795876,6
2021-03-15,North West,739,cases,7367456,10.030599436223305,793,10.763552575000109,-3.812164269623984,2
2021-12-09,Midlands,1187,hospitalBeds,10827512,10.96281398718376,1165,10.759627881271339,1.9374999999999971,4
2021-07-21,North West,819,hospitalBeds,7367456,11.116455938114866,792.5714285714286,10.757735486597117,13.618677042801558,1
2021-12-16,North East and Yorkshire,875,hospitalBeds,8207113,10.661483520453539,882.8571428571429,10.757219290841283,-5.706438815990237,4
2021-08-25,Midlands,1217,hospitalBeds,10827512,11.239885949791605,1164.7142857142858,10.756989100675073,14.363865899845704,4
2021-03-13,Midlands,1098,cases,10827512,10.14083383144715,1164.2857142857142,10.753030929780676,-11.67226617535494,3
2021-10-11,North West,808,hospitalBeds,7367456,10.967150669104777,791.8571428571429,10.748040339258802,-0.591822094691529,2
2021-02-20,South West,578,cases,5659143,10.213560604494356,608.1428571428571,10.746200566814748,-25.88788300835655,7
2020-10-16,South West,577,cases,5659143,10.195890084417375,607.8571428571429,10.741151846792755,9.749806551457311,5
2021-10-20,Midlands,1263,hospitalBeds,10827512,11.6647296257903,1162,10.731920685010554,11.25700998495419,3
2021-10-05,North West,814,hospitalBeds,7367456,11.048589906746644,790.2857142857143,10.726711015114502,-5.6777493606138085,2
2021-03-23,London,876,hospitalBeds,9002488,9.730643351038069,965.4285714285714,10.724019531362568,-22.33969202482188,2
2020-11-02,London,1067,hospitalBeds,9002488,11.85227905885573,964.2857142857143,10.711324628099636,39.29013619479983,4
2021-11-30,Midlands,1196,hospitalBeds,10827512,11.045935575966112,1159.142857142857,10.705532879047903,-3.5540235350053546,4
2021-11-29,Midlands,1158,hospitalBeds,10827512,10.694977756662842,1158.857142857143,10.702894098451637,-3.9999999999999947,4
2021-11-19,East of England,637,hospitalBeds,6269161,10.16084927472751,670.8571428571429,10.700907870401524,-10.807217473884133,5
2020-10-20,South East,990,cases,9217265,10.740713215905151,986.2857142857143,10.70041616776467,26.100456621004575,7
2021-10-02,London,894,hospitalBeds,9002488,9.930588077429261,963.1428571428571,10.698629724836703,-8.719198483617657,3
2021-12-08,Midlands,1197,hospitalBeds,10827512,11.05517130805304,1158.2857142857142,10.697616537259107,0.8332296977987699,4
2020-11-09,South West,719,hospitalBeds,5659143,12.705103935348514,605.1428571428571,10.693189006583808,42.81861092380309,5
2021-10-13,North West,827,hospitalBeds,7367456,11.225041588304023,787.1428571428571,10.684052366825906,0.16360661697872286,2
2020-11-14,South East,1122,hospitalBeds,9217265,12.172808311359173,984.4285714285714,10.680267643694432,32.16340621403912,7
2021-10-10,North West,788,hospitalBeds,7367456,10.695686543631886,786.8571428571429,10.680174307890578,-2.908514013749337,2
2021-03-13,East of England,575,hospitalBeds,6269161,9.17188121345105,669.2857142857143,10.675841859631843,-30.96080165045682,5
2021-12-28,North East and Yorkshire,1077,hospitalBeds,8207113,13.122763144603955,875.7142857142857,10.670186772306971,3.59979719452424,5
2021-10-29,East of England,723,hospitalBeds,6269161,11.532643682304538,668.8571428571429,10.669005674876477,21.452658884565516,5
2021-10-06,North West,803,hospitalBeds,7367456,10.899284637736553,785.8571428571429,10.666601101616934,-5.949734997435454,2
2021-03-14,North West,617,cases,7367456,8.374668270838672,785.7142857142857,10.66466207214927,-6.637243252418948,2
2021-07-20,North West,807,hospitalBeds,7367456,10.953577462831133,785.7142857142857,10.66466207214927,16.723259762309,1
2021-11-11,South West,576,hospitalBeds,5659143,10.178219564340395,602.8571428571429,10.652799246407854,-9.597257926306769,6
2021-03-20,North East and Yorkshire,754,hospitalBeds,8207113,9.18715265648225,874,10.649298967858735,-22.995594713656388,4
2021-12-17,North East and Yorkshire,828,hospitalBeds,8207113,10.088809548497748,874,10.649298967858735,-5.833461597660455,4
2021-10-07,North West,779,hospitalBeds,7367456,10.573527687169085,783.8571428571429,10.639454689069643,-5.347593582887693,2
2021-10-12,North West,757,hospitalBeds,7367456,10.274917149148905,783.7142857142857,10.637515659601979,-0.8315256688358764,2
2020-10-24,Midlands,1379,hospitalBeds,10827512,12.73607454787397,1150.857142857143,10.629008241756212,56.21485359705256,3
2021-02-11,London,888,covidOccupiedMVBeds,9002488,9.863939835298863,956.7142857142857,10.627220893982706,-11.869982892485865,1
2021-10-08,North West,779,hospitalBeds,7367456,10.573527687169085,782.8571428571429,10.625881482796,-4.761904761904758,2
2021-07-30,London,1029,hospitalBeds,9002488,11.43017352536321,955.2857142857143,10.611352264904038,41.823966065747626,3
2021-12-01,Midlands,1092,hospitalBeds,10827512,10.085419438925582,1148.7142857142858,10.609217387284222,-4.010982451951772,4
2021-06-18,South West,810,cases,5659143,14.31312126235368,600.2857142857143,10.607360766209906,123.86787426744806,4
2021-03-24,North West,723,hospitalBeds,7367456,9.813428135844992,781.4285714285714,10.606491188119364,-21.44190722389774,1
2021-12-05,Midlands,1155,hospitalBeds,10827512,10.667270560402057,1148,10.60262043579356,-1.652184555134005,4
2021-10-23,London,993,hospitalBeds,9002488,11.030284072580825,954.1428571428571,10.598657361641106,9.509755697655343,4
2021-12-06,Midlands,1154,hospitalBeds,10827512,10.65803482831513,1147.4285714285713,10.59734287460103,-0.9861932938856127,4
2021-07-19,North West,800,hospitalBeds,7367456,10.85856501891562,780.7142857142857,10.596796040781047,21.1751662971175,1
2021-10-09,North West,772,hospitalBeds,7367456,10.478515243253574,780.5714285714286,10.594857011313383,-4.425397935980405,2
2020-10-19,South East,1051,cases,9217265,11.402514737289208,976.2857142857143,10.59192411507876,31.070195627157656,7
2021-12-04,Midlands,1137,hospitalBeds,10827512,10.50102738283735,1146.5714285714287,10.589426532812235,-2.6089066860817725,4
2021-09-23,Midlands,1068,hospitalBeds,10827512,9.863761868839305,1144.4285714285713,10.569635678340246,-11.018549372431417,4
2021-12-03,Midlands,1158,hospitalBeds,10827512,10.694977756662842,1144.2857142857142,10.568316288042112,-3.7259615384615516,4
2021-06-16,London,1168,cases,9002488,12.974191134717424,951.2857142857143,10.566920103483776,28.205621871390075,3
2021-10-03,London,906,hospitalBeds,9002488,10.063884561690058,951.1428571428571,10.565333240575907,-8.064070698702027,3
2021-12-18,North East and Yorkshire,833,hospitalBeds,8207113,10.149732311471768,866.7142857142857,10.560525798953734,-5.908808933002483,4
2021-12-07,Midlands,1167,hospitalBeds,10827512,10.778099345445195,1143.2857142857142,10.559080555955186,-1.3680059157012598,4
2021-08-24,Midlands,1199,hospitalBeds,10827512,11.073642772226897,1143.2857142857142,10.559080555955182,14.002849002848993,4
2021-12-02,Midlands,1140,hospitalBeds,10827512,10.528734579098135,1142.857142857143,10.555122385060786,-4.420549581839907,4
2021-03-15,Midlands,973,cases,10827512,8.986367320581127,1141,10.537970311185063,-8.036845135290736,3
2021-11-12,South West,567,hospitalBeds,5659143,10.019184883647577,596.2857142857143,10.536678685901988,-10.120585701981046,6
2021-12-30,South East,1238,hospitalBeds,9217265,13.431316122515735,971.1428571428571,10.536128202268864,18.000347161951048,6
2021-03-26,North West,767,cases,7367456,10.410649211885351,776.1428571428571,10.534747097815814,15.792838874680292,2
2021-10-29,South West,637,hospitalBeds,5659143,11.256121289036166,595.4285714285714,10.521532525836005,13.137893593919644,6
2021-11-20,East of England,614,hospitalBeds,6269161,9.793974026189469,659.5714285714286,10.520888338510186,-11.534776777160376,5
2021-03-17,North West,788,cases,7367456,10.695686543631886,775,10.519234862074507,-3.2286835533357157,2
2021-01-10,London,1044,covidOccupiedMVBeds,9002488,11.596794130689204,946.8571428571429,10.517727353339907,44.055640078243854,1
2020-11-12,East of England,718,hospitalBeds,6269161,11.452888193491921,659,10.511773425503032,18.525179856115106,6
2021-02-28,South West,477,hospitalBeds,5659143,8.42883807671939,594.5714285714286,10.506386365770021,-32.336205495041455,7
2021-10-19,Midlands,1219,hospitalBeds,10827512,11.258357413965461,1136.7142857142858,10.498388602241084,9.494977294619522,3
2021-03-16,North West,733,cases,7367456,9.949160198581437,772.4285714285714,10.484332331656564,-6.112172252127098,2
2021-07-18,North West,786,hospitalBeds,7367456,10.668540131084598,771.8571428571429,10.47657621378591,24.69420724671129,1
2021-06-25,South East,1237,cases,9217265,13.420466917247145,964.5714285714286,10.46483342478955,37.85218456512863,6
2021-12-19,North East and Yorkshire,825,hospitalBeds,8207113,10.052255890713337,858.8571428571429,10.464790028565988,-5.98905394839718,4
2021-10-04,London,934,hospitalBeds,9002488,10.374909691631913,941.8571428571429,10.462187151564578,-7.3886781851383585,3
2020-10-12,North East and Yorkshire,1025,hospitalBeds,8207113,12.489166409674144,858.5714285714286,10.461308727824616,58.49156118143461,2
2021-03-17,Midlands,1294,cases,10827512,11.951037320485076,1132.5714285714287,10.46012628359524,-4.435872709739623,3
2020-09-22,North East and Yorkshire,1042,cases,8207113,12.696303803785813,858.4285714285714,10.459568077453929,52.20364741641338,2
2021-10-22,London,969,hospitalBeds,9002488,10.763691104059234,938.2857142857143,10.422515578867912,7.955292570677195,4
2021-10-28,East of England,693,hospitalBeds,6269161,11.054110749428832,653,10.416066838927888,23.407127429805623,5
2021-03-26,Midlands,1196,cases,10827512,11.045935575966112,1127.5714285714287,10.413947623160599,8.629232039636674,3
2021-03-14,Midlands,897,cases,10827512,8.284451681974584,1127.142857142857,10.4099894522662,-12.469491901486583,3
2021-04-03,North East and Yorkshire,779,cases,8207113,9.49176647135235,854.1428571428571,10.40734856633334,-28.369474062537435,1
2021-11-13,South West,538,hospitalBeds,5659143,9.506739801415161,588,10.390265805264153,-10.365853658536585,6
2021-05-29,North West,771,cases,7367456,10.464942036979929,763.8571428571429,10.367990563596752,66.15910503418273,1
2021-03-16,Midlands,970,cases,10827512,8.958660124320343,1122.5714285714287,10.367768962725957,-7.37859500235737,3
2021-08-23,Midlands,1209,hospitalBeds,10827512,11.16600009309618,1122.2857142857142,10.365130182129692,14.020319303338159,4
2021-02-12,London,859,covidOccupiedMVBeds,9002488,9.54180666500194,932.8571428571429,10.362214788368979,-12.863624232719514,1
2021-12-20,North East and Yorkshire,847,hospitalBeds,8207113,10.320316047799025,850.4285714285714,10.362091656695496,-6.207657160863393,4
2020-09-15,North West,809,cases,7367456,10.980723875378422,763.2857142857143,10.360234445726102,68.76184459886294,1
2021-03-11,South East,846,hospitalBeds,9217265,9.178427657228038,954.8571428571429,10.359441145037522,-28.237062486579344,6
2021-09-24,Midlands,1044,hospitalBeds,10827512,9.64210429875303,1120.857142857143,10.351936279148365,-11.55450343816931,4
2021-03-21,Midlands,965,hospitalBeds,10827512,8.912481463885701,1120.2857142857142,10.346658717955835,-25.442099258414157,3
2021-11-14,South West,572,hospitalBeds,5659143,10.107537484032477,585.2857142857143,10.34230296505521,-9.278122232063762,6
2021-10-05,London,925,hospitalBeds,9002488,10.274937328436316,931,10.341585570566716,-7.468408348715033,3
2021-03-24,London,840,hospitalBeds,9002488,9.330753898255683,930.8571428571429,10.339998707658848,-22.28053435114504,2
2021-03-27,North West,668,cases,7367456,9.066901790794542,761.5714285714286,10.336966092114137,10.190161223646138,2
2021-11-21,East of England,620,hospitalBeds,6269161,9.88968061276461,647.8571428571429,10.334032621863482,-12.350212601468874,5
2021-10-18,Midlands,1198,hospitalBeds,10827512,11.064407040139969,1117.7142857142858,10.322909692589448,8.515950069348134,3
2021-10-28,South West,617,hospitalBeds,5659143,10.90271088749657,584.1428571428571,10.322108084967232,14.473684210526311,6
2021-07-17,North West,754,hospitalBeds,7367456,10.234197530327972,760,10.315636767969838,28.0693307655272,1
2020-11-01,London,1032,hospitalBeds,9002488,11.46349764642841,928.2857142857143,10.311435175317248,40.497297297297315,4
2021-06-11,North East and Yorkshire,1056,cases,8207113,12.866887540113071,846.1428571428571,10.309872145574909,86.49244332493701,2
2021-07-22,North East and Yorkshire,943,hospitalBeds,8207113,11.490033096900213,846,10.308131495204222,43.63327674023769,2
2021-03-25,North West,693,hospitalBeds,7367456,9.406231947635655,759.4285714285714,10.307880650099184,-21.01040118870728,1
2021-12-26,East of England,681,hospitalBeds,6269161,10.86269757627855,646.1428571428571,10.306687882842013,5.3575588166783,4
2021-12-21,North East and Yorkshire,844,hospitalBeds,8207113,10.283762390014614,845.2857142857143,10.299428243350789,-5.93004769475357,4
2021-11-27,South West,563,hospitalBeds,5659143,9.948502803339657,582.8571428571429,10.299388844868258,4.50819672131149,5
2021-06-21,Midlands,1245,cases,10827512,11.498486448225595,1115,10.29784127692493,35.78636047320808,5
2021-04-02,North East and Yorkshire,674,cases,8207113,8.212388448897926,845.1428571428571,10.297687592980102,-32.67326732673268,1
2021-11-26,South West,576,hospitalBeds,5659143,10.178219564340395,582.4285714285714,10.291815764835265,5.023183925811443,5
2021-03-23,Midlands,1041,cases,10827512,9.614397102492244,1114.2857142857142,10.291244325434267,-0.7381012980402282,2
2021-06-15,London,813,cases,9002488,9.030836808668893,926.4285714285714,10.290805957514985,35.86842656610098,3
2021-03-18,Midlands,1275,cases,10827512,11.77555841083344,1114.142857142857,10.289924935136133,-5.2369380315917455,2
2021-12-22,North East and Yorkshire,854,hospitalBeds,8207113,10.405607915962653,843.7142857142857,10.280281089273242,-5.17019910083494,4
2021-10-21,London,979,hospitalBeds,9002488,10.874771507609896,925.4285714285714,10.279697917159917,6.371100164203615,4
2021-05-28,North West,1251,cases,7367456,16.9800810483293,756.5714285714286,10.269100060745915,86.34764250527796,1
2021-02-26,South East,755,cases,9217265,8.191149977786253,946.4285714285714,10.26799784348797,-16.990352086204734,5
2020-11-11,East of England,709,hospitalBeds,6269161,11.309328313629209,643.7142857142857,10.267949502561597,19.936119244077723,6
2021-02-22,South West,622,cases,5659143,10.991063487881469,581,10.266572164725295,-23.04635761589404,7
2021-12-27,North East and Yorkshire,889,hospitalBeds,8207113,10.832067256780794,842.4285714285714,10.264615235937063,-0.9407021669746347,5
2021-11-25,South West,568,hospitalBeds,5659143,10.036855403724557,580.1428571428571,10.251426004659312,4.422730779120593,5
2021-07-29,London,935,hospitalBeds,9002488,10.38601773198698,921.7142857142857,10.238439481555385,43.25044404973356,3
2021-10-27,East of England,701,hospitalBeds,6269161,11.18171953152902,641.8571428571429,10.23832603528834,27.100424328147106,5
2021-03-14,East of England,562,hospitalBeds,6269161,8.964516942538244,641.5714285714286,10.233768578784762,-30.144657022865147,5
2021-06-14,London,778,cases,9002488,8.642055396241572,920.7142857142857,10.22733144120032,47.01186131386859,3
2021-11-15,South West,572,hospitalBeds,5659143,10.107537484032477,578.2857142857143,10.21860932451635,-8.849358252645795,6
2021-12-24,North East and Yorkshire,853,hospitalBeds,8207113,10.39342336336785,838.5714285714286,10.217617675928535,-4.053612291598563,4
2021-10-06,London,904,hospitalBeds,9002488,10.041668480979924,919.7142857142857,10.216223400845251,-7.6327116212338595,3
2020-11-13,South East,1066,hospitalBeds,9217265,11.565252816318072,941.4285714285714,10.213751817145013,31.5369261477046,7
2021-11-24,South West,571,hospitalBeds,5659143,10.089866963955496,578,10.213560604494356,3.425357873210628,5
2021-03-23,North West,738,cases,7367456,10.017026229949659,752.4285714285714,10.212868206183673,-2.589236175328278,3
2021-03-22,North West,886,cases,7367456,12.02586075844905,751.7142857142857,10.203173058845355,-5.206269140695376,2
2021-03-22,Midlands,1080,cases,10827512,9.974590653882442,1104.142857142857,10.197567614266854,-3.230249154876678,3
2021-03-21,North East and Yorkshire,730,hospitalBeds,8207113,8.894723394206952,836.4285714285714,10.19150792036824,-23.862158647594285,4
2021-12-26,North East and Yorkshire,847,hospitalBeds,8207113,10.320316047799025,836.4285714285714,10.19150792036824,-2.6114437791084515,5
2021-10-27,South West,613,hospitalBeds,5659143,10.83202880718865,576.7142857142857,10.190841364395382,16.9805853375833,6
2021-12-31,South West,699,hospitalBeds,5659143,12.351693533808918,576.7142857142857,10.190841364395382,14.459880918627723,7
2020-10-05,North West,930,hospitalBeds,7367456,12.623081834489408,750.7142857142857,10.189599852571712,42.64386536373505,1
2020-10-10,South West,548,cases,5659143,9.68344500218496,576.5714285714286,10.188317004384384,205.5261165783497,5
2021-12-23,North East and Yorkshire,814,hospitalBeds,8207113,9.918225812170492,835,10.174101416661376,-5.420711974110036,4
2021-08-22,Midlands,1185,hospitalBeds,10827512,10.944342523009903,1101.4285714285713,10.172499198602333,14.256075874333126,4
2021-09-25,Midlands,998,hospitalBeds,10827512,9.217260622754331,1101.4285714285713,10.172499198602333,-11.724295855278235,4
2020-11-08,South West,678,hospitalBeds,5659143,11.98061261219234,575.4285714285714,10.168122124296406,45.67811934900543,5
2021-02-21,South West,508,cases,5659143,8.976624199105766,575.1428571428571,10.163073404274412,-27.550836782436573,7
2021-02-26,London,784,cases,9002488,8.70870363837197,914.8571428571429,10.16227006197779,-22.936221419975926,6
2021-11-22,East of England,643,hospitalBeds,6269161,10.256555861302653,637,10.16084927472751,-12.73972602739726,5
2021-10-17,Midlands,1161,hospitalBeds,10827512,10.722684952923627,1099.857142857143,10.157985905322874,8.284106891701837,3
2021-12-25,North East and Yorkshire,796,hospitalBeds,8207113,9.698903865464018,833.2857142857143,10.153213612213142,-3.8569309378605463,4
2021-11-23,South West,592,hospitalBeds,5659143,10.460947885572073,574.5714285714286,10.152975964230425,1.4887711329800686,5
2021-11-28,South West,539,hospitalBeds,5659143,9.524410321492141,574.2857142857143,10.14792724420843,2.2640549478504317,5
2021-12-13,South West,582,hospitalBeds,5659143,10.284242684802274,573,10.125208004109457,2.872531418312388,5
2021-07-16,North West,794,hospitalBeds,7367456,10.777125781273753,745.8571428571429,10.123672850671152,30.36204744069914,1
2021-02-13,London,865,covidOccupiedMVBeds,9002488,9.608454907132339,911.2857142857143,10.12259848928112,-13.458146791480118,1
2021-12-15,South West,576,hospitalBeds,5659143,10.178219564340395,572.7142857142857,10.120159284087462,2.794871794871792,5
2020-10-06,London,916,cases,9002488,10.17496496524072,910.8571428571429,10.117837900557522,77.90178571428572,4
2021-10-07,London,884,hospitalBeds,9002488,9.819507673878599,910.5714285714286,10.114664174741788,-7.690079652425781,3
2021-12-14,South West,565,hospitalBeds,5659143,9.983843843493617,572.1428571428571,10.110061844043473,2.903391572456315,5
2021-12-16,South West,570,hospitalBeds,5659143,10.072196443878516,571.4285714285714,10.097440043988488,2.118968598417162,5
2021-10-20,London,959,hospitalBeds,9002488,10.652610700508571,909,10.097208682755255,4.140752864157116,4
2021-12-25,East of England,645,hospitalBeds,6269161,10.2884580568277,632.5714285714286,10.09020869892205,2.833255921969348,5
2021-01-09,London,1020,covidOccupiedMVBeds,9002488,11.330201162167613,908,10.086100642400188,46.14853989422855,1
2021-10-26,South West,600,hospitalBeds,5659143,10.602312046187912,570.7142857142857,10.084818243933501,20.585571989133708,5
2021-04-04,North East and Yorkshire,478,cases,8207113,5.824216140316333,827.4285714285714,10.081846947015004,-27.31835863972894,1
2021-06-27,East of England,692,cases,6269161,11.038159651666307,631.7142857142857,10.076536329411315,57.87218850410566,7
2021-12-12,South West,566,hospitalBeds,5659143,10.001514363570598,569.7142857142857,10.067147723856522,1.8906489524782804,5
2021-03-21,Midlands,1159,cases,10827512,10.70421348874977,1088.857142857143,10.056392852366665,-3.396704689480349,2
2021-11-29,South West,574,hospitalBeds,5659143,10.142878524186436,569,10.054525923801537,0.32745591939547175,5
2021-03-24,Midlands,1114,cases,10827512,10.288605544838001,1088.5714285714287,10.053754071770399,-3.884964682139253,2
2021-03-01,East of England,385,cases,6269161,6.141172638571573,630,10.049191590389848,-28.536703937773456,4
2021-10-08,London,885,hospitalBeds,9002488,9.830615714233666,904.5714285714286,10.048015932611392,-7.318501170960189,3
2021-03-18,North West,805,cases,7367456,10.926431050283844,739.5714285714286,10.038355554093958,-10.277296360485275,3
2021-03-26,North West,678,hospitalBeds,7367456,9.202633853530989,739.2857142857143,10.034477495158631,-20.49469964664311,1
2021-03-27,Midlands,897,cases,10827512,8.284451681974584,1085.4285714285713,10.024727485211482,3.233695652173913,3
2020-10-13,South West,764,cases,5659143,13.500277338812609,567.2857142857143,10.024233603669572,62.5460499386001,5
2021-11-22,South West,611,hospitalBeds,5659143,10.79668776703469,567.1428571428571,10.021709243658574,-1.9268774703557452,6
2021-11-30,South West,578,hospitalBeds,5659143,10.213560604494356,567,10.019184883647577,-1.317752362008948,5
2020-11-10,East of England,672,hospitalBeds,6269161,10.719137696415837,627.4285714285714,10.008174481857642,20.792079207920793,6
2021-12-11,South West,569,hospitalBeds,5659143,10.054525923801537,566.2857142857143,10.006563083592592,1.355152135003853,5
2021-10-09,London,867,hospitalBeds,9002488,9.630670987842471,900.7142857142857,10.005170634098992,-6.481756155443491,3
2021-11-16,South West,540,hospitalBeds,5659143,9.54208084156912,566.1428571428571,10.004038723581596,-9.001148105625719,6
2021-03-25,London,811,hospitalBeds,9002488,9.00862072795876,900.5714285714286,10.003583771191126,-21.902874132804754,2
2021-12-01,South West,564,hospitalBeds,5659143,9.966173323416637,566,10.001514363570596,-2.0761245674740483,5
2021-10-16,Midlands,1119,hospitalBeds,10827512,10.334784205272642,1082.5714285714287,9.99833967924883,7.626757562846192,3
2021-02-23,South West,407,cases,5659143,7.1919016713308,565.5714285714286,9.993941283537605,-21.370407149950353,7
2021-12-02,South West,562,hospitalBeds,5659143,9.930832283262678,565.1428571428571,9.986368203504615,-2.5855700566362967,5
2021-11-23,East of England,609,hospitalBeds,6269161,9.714218537376851,626,9.985387199339753,-12.604706820901482,6
2021-12-17,South West,524,hospitalBeds,5659143,9.259352520337444,564.5714285714286,9.976270763460628,0.35551041137633316,5
2021-09-26,Midlands,1009,hospitalBeds,10827512,9.318853675710542,1080,9.974590653882442,-11.949685534591202,4
2021-10-26,East of England,685,hospitalBeds,6269161,10.926501967328642,625.1428571428571,9.971714829829017,28.971411730032408,6
2021-10-10,London,878,hospitalBeds,9002488,9.7528594317482,896.7142857142857,9.960738472678727,-5.7224391709222004,3
2020-10-23,Midlands,1301,hospitalBeds,10827512,12.015687445093572,1078.4285714285713,9.960077360602984,56.16466694249068,3
2021-10-25,South West,597,hospitalBeds,5659143,10.549300485956973,563.4285714285714,9.956075883372648,22.751322751322757,5
2021-03-12,South East,798,hospitalBeds,9217265,8.657665804335668,917,9.948721231298004,-27.2964095594065,6
2021-06-13,London,932,cases,9002488,10.352693610921781,895.4285714285714,9.946456706507929,50.52833813640729,3
2021-12-10,South West,572,hospitalBeds,5659143,10.107537484032477,562.5714285714286,9.940929723306667,0.17807173747138133,5
2021-08-21,Midlands,1119,hospitalBeds,10827512,10.334784205272642,1075.2857142857142,9.931050774044067,13.290186634557493,4
2021-02-14,London,855,covidOccupiedMVBeds,9002488,9.497374503581677,893.8571428571429,9.929001214521394,-14.087601263215696,1
2021-11-21,South West,599,hospitalBeds,5659143,10.584641526110932,561.5714285714286,9.923259203229687,-4.051745179399571,6
2021-12-03,South West,551,hospitalBeds,5659143,9.7364565624159,561.5714285714286,9.923259203229687,-3.5810645082168318,5
2021-10-19,London,965,hospitalBeds,9002488,10.719258942638968,893.2857142857143,9.922653762889928,1.4274128142741391,4
